ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1802,18.475882,77.370236,6.8,-66.0,6.26,2.98,Negativno,Ne
1803,18.492387,77.396427,13.3,-46.9,7.25,1.61,Negativno,Ne
1804,18.493508,77.391782,0.5,-54.8,7.77,3.48,Negativno,Ne
1806,18.49739,77.381263,2.5,-61.0,6.65,3.93,Negativno,Ne
1807,18.482004,77.405859,3.9,-36.6,7.59,0.23,Pozitivno,Da
1808,18.479712,77.402902,5.4,-49.0,6.54,3.47,Negativno,Da
1809,18.473962,77.388211,5.3,-23.2,6.29,1.02,Negativno,Ne
1810,18.484373,77.387365,4.2,-19.6,8.01,2.78,Negativno,Ne
1811,18.486137,77.384324,13.6,-78.2,7.59,4.09,Negativno,Ne
1812,18.493302,77.402783,6.9,-51.8,7.03,1.46,Negativno,Ne
1813,18.481183,77.402366,10.0,-45.9,6.71,3.0,Negativno,Ne
1814,18.479091,77.392054,0.8,-57.2,7.32,3.37,Negativno,Ne
1815,18.487202,77.390244,9.8,-64.4,7.19,5.38,Negativno,Ne
1816,18.482969,77.379574,13.2,-51.5,7.27,1.34,Negativno,Ne
1817,18.472684,77.388804,3.3,-59.8,7.78,5.03,Pozitivno,Ne
1818,18.480926,77.41069,11.1,-45.8,6.52,1.06,Negativno,Ne
1819,18.489222,77.391632,13.2,-50.4,6.39,4.2,Pozitivno,Ne
1820,18.462548,77.397892,12.4,-74.1,6.12,5.84,Pozitivno,Ne
1821,18.483852,77.38769,11.9,-64.2,6.98,5.19,Negativno,Ne
1822,18.467963,77.381016,5.4,-47.6,6.98,4.56,Negativno,Ne
1823,18.479573,77.386688,2.6,-42.7,7.08,2.39,Negativno,Ne
1824,18.467421,77.400665,3.1,-42.1,6.05,5.64,Negativno,Ne
1825,18.483474,77.392529,6.5,-45.9,6.69,0.98,Pozitivno,Ne
1826,18.480587,77.386047,2.7,-46.8,6.7,5.18,Negativno,Ne
1827,18.474088,77.380829,14.5,-47.9,7.11,1.31,Negativno,Ne
1828,18.47473,77.396096,5.4,-60.6,7.44,4.59,Negativno,Ne
1829,18.495381,77.388321,0.9,-52.0,7.26,5.61,Negativno,Ne
1830,18.488104,77.394456,3.0,-46.9,7.51,4.66,Pozitivno,Ne
1831,18.485809,77.403018,4.3,-54.0,7.73,1.48,Negativno,Ne
1832,18.491883,77.408724,11.6,-37.9,6.84,4.14,Negativno,Ne
1833,18.480491,77.371852,11.0,-27.1,7.24,3.41,Pozitivno,Ne
1834,18.473151,77.391099,1.6,-67.7,6.9,0.2,Negativno,Ne
1835,18.476502,77.387285,8.9,-56.6,7.56,4.85,Negativno,Ne
1836,18.474397,77.377078,5.8,-57.3,6.55,1.37,Negativno,Da
1837,18.485188,77.387955,6.8,-38.7,8.06,0.62,Negativno,Ne
1838,18.482535,77.390109,11.9,-46.9,6.55,3.72,Negativno,Ne
1839,18.470951,77.389827,12.8,-42.6,7.51,4.74,Negativno,Ne
1840,18.474021,77.386281,5.9,-53.4,6.71,2.4,Negativno,Ne
1841,18.492003,77.391204,9.1,-77.9,6.31,0.31,Negativno,Ne
1842,18.476416,77.393013,8.2,-31.0,6.88,2.45,Negativno,Ne
1843,18.470257,77.39071,0.6,-45.4,7.37,1.39,Pozitivno,Ne
1844,18.480948,77.390447,4.0,-52.0,7.32,5.76,Negativno,Ne
1845,18.494472,77.39344,5.3,-69.4,7.74,0.77,Negativno,Ne
1846,18.49369,77.383764,14.7,-44.2,7.58,0.63,Negativno,Ne
1847,18.497484,77.387836,6.4,-43.9,7.94,1.38,Negativno,Da
1848,18.483704,77.389516,14.5,-60.2,7.25,5.64,Negativno,Ne
1849,18.489083,77.388157,1.7,-59.7,6.38,4.03,Negativno,Ne
1850,18.472225,77.389509,5.8,-75.0,6.41,2.8,Negativno,Ne
1851,18.470488,77.385435,4.2,-33.3,6.73,5.92,Pozitivno,Ne
1852,18.492053,77.386233,14.1,-54.4,7.01,0.33,Negativno,Ne
1853,18.457622,77.380497,15.0,-51.6,6.12,3.37,Negativno,Ne
1854,18.473268,77.388261,12.5,-52.4,6.78,4.24,Negativno,Ne
1855,18.477457,77.390154,7.8,-53.8,6.75,4.27,Pozitivno,Ne
1856,18.487151,77.387189,5.9,-37.8,7.2,5.72,Negativno,Ne
1857,18.472587,77.400355,10.1,-48.3,6.56,2.49,Negativno,Ne
1858,18.500528,77.385702,14.8,-66.7,6.85,2.38,Negativno,Ne
1859,18.465643,77.385035,10.2,-34.9,6.58,3.2,Negativno,Ne
1860,18.492511,77.373464,12.7,-38.2,7.66,0.49,Negativno,Ne
1861,18.499212,77.388205,7.4,-47.4,6.38,5.7,Negativno,Ne
1862,18.469351,77.395255,8.0,-38.9,6.01,1.95,Negativno,Ne
1863,18.463838,77.403217,7.5,-43.7,7.11,5.91,Negativno,Ne
1864,18.469186,77.387846,12.4,-46.9,7.41,5.29,Negativno,Ne
1865,18.463468,77.390345,0.7,-48.9,6.21,3.28,Negativno,Ne
1866,18.480618,77.399961,14.3,-18.7,6.31,3.74741867266953,Pozitivno,Da
1867,18.503653,77.37306,4.2,-47.5,6.07,4.33,Negativno,Ne
1868,18.481061,77.375271,7.6,-66.4,7.32,5.6,Negativno,Ne
1869,18.475982,77.381023,10.2,-44.9,7.69,1.15,Negativno,Ne
1870,18.469285,77.378489,8.0,-27.2,6.82,0.93,Negativno,Ne
1871,18.498843,77.376551,12.7,-47.5,7.5,5.9,Negativno,Da
1872,18.473327,77.390102,5.2,-59.0,6.77,3.83,Negativno,Ne
1873,18.495926,77.395538,11.5,-67.4,7.31,2.79,Negativno,Ne
1874,18.496392,77.400413,12.6,-25.9,6.89,4.01,Negativno,Ne
1875,18.479338,77.398055,8.6,-52.1,7.3,0.33,Negativno,Ne
1876,18.482376,77.376984,12.1,-61.2,6.67,1.19,Negativno,Ne
1877,18.490105,77.406753,3.9,-48.5,7.47,3.27,Negativno,Da
1878,18.483297,77.392196,9.4,-47.1,8.16,2.04,Negativno,Ne
1879,18.47645,77.39566,1.2,-46.6,6.7,2.81,Negativno,Da
1880,18.483943,77.375712,11.3,-41.9,7.61,2.72,Negativno,Ne
1881,18.482065,77.396103,4.5,-35.2,7.35,5.89,Negativno,Ne
1882,18.485637,77.385849,1.3,-48.3,7.52,5.93,Negativno,Ne
1883,18.486865,77.38384,7.7,-38.8,7.49,1.07,Negativno,Ne
1884,18.488441,77.408014,9.7,-34.8,7.2,4.54,Negativno,Ne
1885,18.480189,77.397763,5.7,-40.5,7.01,5.59,Negativno,Ne
1886,18.464922,77.39194,11.3,-49.5,8.09,5.01,Negativno,Ne
1887,18.467843,77.402913,6.1,-30.6,6.99,1.15,Negativno,Ne
1888,18.492179,77.399278,7.4,-37.2,7.73,4.42,Negativno,Ne
1889,18.4776,77.38682,2.1,-54.2,6.63,5.8,Negativno,Ne
1890,18.486022,77.393215,0.5,-53.7,6.82,2.31,Negativno,Ne
1891,18.466598,77.385318,14.6,-40.7,7.34,0.59,Negativno,Ne
1892,18.475719,77.401183,1.9,-51.5,7.44,2.85,Negativno,Ne
1893,18.470599,77.375885,4.5,-42.5,7.19,1.25,Negativno,Ne
1894,18.475568,77.395373,11.7,-74.2,7.03,4.68,Negativno,Ne
1895,18.473384,77.384291,4.8,-82.6,6.69,0.97,Negativno,Ne
1896,18.494322,77.385723,10.1,-36.6,6.63,1.48,Negativno,Ne
1897,18.498346,77.390511,5.8,-23.1,7.32,1.8,Negativno,Da
1898,18.464851,77.393341,8.6,-19.2,6.71,4.74,Negativno,Da
1899,18.485858,77.390073,5.0,-54.6,7.39,1.73,Negativno,Ne
1900,18.478243,77.38291,11.7,-58.1,7.41,2.63,Negativno,Ne
1901,18.481797,77.3994,11.7,-18.8,7.81,4.73,Negativno,Ne
1902,18.475571,77.402182,9.1,-51.3,6.64,2.23,Negativno,Ne
1903,18.490125,77.370253,4.3,-48.7,6.62,3.72,Negativno,Ne
1904,18.460256,77.40356,1.7,-63.3,7.18,4.41,Negativno,Ne
1905,18.474794,77.393841,7.2,-48.7,7.39,3.48,Negativno,Ne
1906,18.468199,77.393197,10.2,-44.1,6.84,3.08,Negativno,Da
1907,18.471453,77.397417,11.0,-49.3,6.55,4.0,Negativno,Ne
1908,18.489029,77.396741,11.1,-28.8,6.91,2.37,Negativno,Ne
1909,18.482651,77.38567,11.5,-56.2,5.97,2.4,Pozitivno,Ne
1910,18.495433,77.407729,11.5,-49.1,8.07,3.41,Negativno,Ne
1911,18.482057,77.403814,2.4,-64.5,7.45,4.94,Negativno,Ne
1912,18.48863,77.391747,0.2,-28.6,7.79,3.96,Negativno,Ne
1913,18.480724,77.384273,9.6,-68.8,6.5,3.31,Negativno,Ne
1914,18.466311,77.39318,7.4,-49.1,7.32,1.28,Negativno,Ne
1915,18.473185,77.389264,8.9,-67.0,7.11,2.24,Negativno,Ne
1916,18.48627,77.382914,6.1,-64.6,6.76,5.76,Negativno,Ne
1917,18.500632,77.378432,8.7,-65.7,6.3,5.76,Negativno,Ne
1918,18.476013,77.366643,7.1,-42.7,7.14,5.8,Negativno,Ne
1919,18.484277,77.388051,11.0,-63.9,7.35,1.89,Negativno,Ne
1920,18.487856,77.368109,5.2,-40.8,7.33,2.66,Negativno,Ne
1921,18.473262,77.387459,14.6,-48.5,6.75,2.23,Negativno,Ne
1922,18.463361,77.40223,11.9,-44.8,7.19,5.8,Negativno,Ne
1923,18.48328,77.392717,4.6,-51.9,6.51,0.93,Negativno,Ne
1924,18.475386,77.394455,10.0,-65.6,7.27,3.55,Pozitivno,Ne
1925,18.487425,77.394821,5.1,-21.9,7.27,2.33,Negativno,Ne
1926,18.493111,77.378434,13.1,-53.6,6.89,4.2,Negativno,Da
1927,18.473006,77.396568,13.3,-35.4,7.23,4.88,Pozitivno,Ne
1928,18.459158,77.368787,6.9,-44.5,6.88,1.7,Pozitivno,Da
1929,18.483787,77.388295,6.6,-39.0,6.46,5.75,Negativno,Da
1930,18.481614,77.39151,12.6,-53.3,6.54,5.66,Negativno,Ne
1931,18.476255,77.379736,9.8,-56.9,7.63,0.25,Negativno,Ne
1932,18.469636,77.40415,12.4,-68.6,7.45,0.38,Negativno,Da
1933,18.471935,77.399969,8.6,-63.3,6.68,5.52,Pozitivno,Ne
1934,18.473162,77.399882,13.0,-38.5,7.17,0.64,Negativno,Ne
1935,18.490945,77.376732,1.7,-22.9,6.3,5.82,Negativno,Ne
1936,18.493395,77.39986,9.9,-51.7,6.2,3.46,Negativno,Ne
1937,18.499226,77.388549,1.0,-32.9,6.52,2.51,Negativno,Da
1938,18.482216,77.392375,8.3,-58.1,6.43,1.31,Negativno,Da
1939,18.473031,77.372331,6.4,-60.1,7.32,1.81,Negativno,Ne
1940,18.468299,77.405181,14.8,-46.7,6.92,0.58,Pozitivno,Ne
1941,18.487736,77.38102,10.6,-54.4,6.8,3.89,Negativno,Ne
1942,18.480197,77.379441,14.1,-52.2,6.96,3.51,Negativno,Ne
1943,18.480387,77.391618,0.9,-24.6,7.04,2.0,Negativno,Ne
1944,18.479542,77.396673,12.3,-56.9,7.43,4.92,Negativno,Ne
1945,18.483402,77.400677,3.3,-41.7,7.31,2.6,Negativno,Ne
1946,18.478019,77.395091,6.9,-61.5,7.96,2.4,Negativno,Ne
1947,18.488802,77.390153,2.4,-60.9,7.03,4.94,Negativno,Ne
1948,18.492369,77.386876,0.7,-33.9,6.59,1.42,Negativno,Ne
1949,18.496051,77.384246,1.9,-38.6,6.62,3.27,Negativno,Ne
1950,18.492067,77.369631,13.9,-25.2,6.99,2.01,Negativno,Ne
1951,18.475184,77.387486,5.0,-29.4,7.21,4.57,Negativno,Ne
1952,18.480197,77.388986,14.9,-70.1,7.3,5.4,Negativno,Ne
1953,18.47547,77.374701,11.2,-37.3,7.32,1.51,Negativno,Ne
1954,18.494342,77.396988,10.2,-44.9,7.26,5.75,Pozitivno,Ne
1955,18.489946,77.390623,6.4,-32.3,6.72,0.19,Negativno,Ne
1956,18.480172,77.388662,11.9,-57.0,7.72,3.2,Negativno,Ne
1957,18.474198,77.397188,9.0,-47.0,6.49,1.78,Negativno,Ne
1958,18.489776,77.383607,0.4,-52.3,6.72,0.98,Negativno,Ne
1959,18.482526,77.405245,12.7,-46.1,7.83,4.5,Negativno,Ne
1960,18.477459,77.407741,13.7,-75.5,6.63,5.38,Negativno,Ne
1961,18.484882,77.395659,13.2,-56.6,7.22,3.46,Negativno,Ne
1962,18.481284,77.387705,8.4,-52.9,6.18,1.5,Negativno,Ne
1963,18.490867,77.398712,12.7,-11.9,6.93,4.56,Negativno,Ne
1964,18.502609,77.383621,9.1,-44.3,6.65,4.43,Negativno,Ne
1965,18.477057,77.390921,3.0,-54.0,7.35,1.0,Negativno,Ne
1966,18.482497,77.412595,6.4,-25.7,6.87,3.39,Negativno,Ne
1967,18.461919,77.395631,6.8,-57.6,7.25,0.6,Negativno,Ne
1968,18.467148,77.384843,4.5,-39.9,6.35,4.26,Negativno,Ne
1969,18.495917,77.375716,8.4,-56.4,6.51,4.8,Negativno,Ne
1970,18.476818,77.365107,0.7,-72.8,6.88,3.16,Negativno,Ne
1971,18.456063,77.404959,7.1,-44.3,6.99,5.0,Negativno,Ne
1972,18.462521,77.38732,13.5,-30.7,6.17,5.08,Negativno,Ne
1973,18.480076,77.396735,3.8,-37.4,7.17,1.46,Negativno,Ne
1974,18.465425,77.407176,7.1,-51.2,7.95,3.32,Negativno,Ne
1975,18.489831,77.385572,10.4,-73.5,6.91,3.11,Negativno,Da
1976,18.478604,77.399342,12.3,-14.1,7.54,3.79741867266953,Pozitivno,Da
1977,18.483892,77.393532,11.3,-37.6,7.34,1.51,Negativno,Ne
1978,18.465729,77.401907,1.9,-68.0,7.24,0.16,Negativno,Ne
1979,18.487211,77.395895,1.3,-30.8,6.7,5.16,Negativno,Ne
1980,18.468737,77.392735,2.3,-44.8,6.91,4.26,Negativno,Ne
1981,18.488578,77.381321,14.2,-47.1,5.61,3.61,Negativno,Ne
1982,18.496346,77.392724,5.3,-72.4,6.86,3.16,Negativno,Ne
1983,18.458307,77.386565,8.4,-73.1,6.06,4.43,Negativno,Ne
1984,18.463933,77.383244,4.9,-50.5,7.03,1.86,Negativno,Ne
1985,18.466761,77.389188,8.2,-61.4,6.79,5.68,Negativno,Ne
1986,18.476575,77.386357,7.3,-66.4,8.06,1.36,Negativno,Ne
1987,18.505475,77.36981,4.9,-34.1,7.17,0.32,Negativno,Da
1988,18.49005,77.404125,5.7,-44.6,7.42,0.62,Pozitivno,Ne
1989,18.488131,77.380662,8.8,-75.8,7.41,5.19,Negativno,Da
1990,18.47044,77.385091,5.7,-58.1,7.14,4.72,Negativno,Ne
1991,18.472069,77.384516,8.9,-41.8,7.33,0.77,Negativno,Ne
1992,18.487897,77.389855,13.8,-34.3,7.79,4.91,Negativno,Ne
1993,18.486467,77.37567,8.4,-44.7,6.44,3.78,Negativno,Ne
1994,18.482403,77.383197,3.4,-48.1,6.91,3.75,Negativno,Ne
1995,18.470578,77.385119,6.6,-57.9,6.18,2.42,Negativno,Ne
1996,18.474271,77.381947,2.7,-46.4,6.86,1.62,Negativno,Ne
1997,18.47437,77.383266,7.2,-77.9,7.24,1.98,Pozitivno,Ne
1998,18.484028,77.378287,6.4,-45.2,7.19,1.13,Negativno,Ne
1999,18.476132,77.386927,3.1,-56.7,7.13,3.94,Negativno,Ne
2000,18.466359,77.389438,8.0,-35.4,6.7,0.84,Negativno,Ne
